Dataset 1,100-8,100-8-5.txt,446.807,111,111,0.329299,110.5,112,4,1474,8,206,286.454,1.39055
Dataset 1,90-12,90-12-8.txt,2341.87,0,303,824.472,0,303,1,2156,3,91,824.174,9.05686
Dataset 1,100-12,100-12-7.txt,2570.58,0,333,985.265,0,333,1,2212,2,100,985.118,9.85118
Dataset 1,90-12,90-12-1.txt,2026.95,0,304,1269.5,0,304,1,2006,3,180,1269.33,7.05183
Dataset 1,80-10,80-10-4.txt,1800.01,87,88,0.173299,87,88,4241,1160,8482,8482,228.663,0.0269586
Dataset 1,70-10,70-10-1.txt,352.515,78,78,87.879,78,79,16,1312,32,170,223.156,1.31268
Dataset 1,80-10,80-10-5.txt,407.178,97,97,170.885,97,97,2,1283,3,82,170.722,2.08197
Dataset 1,90-12,90-12-3.txt,3348.3,0,311,2083.77,0,311,1,2015,4,181,2083.32,11.5101
Dataset 1,70-10,70-10-10.txt,356.863,82,82,91.2914,82,83,5,1243,10,148,196.673,1.32887
Dataset 1,90-12,90-12-9.txt,2651.8,0,300,1371.42,0,300,1,1925,4,181,1370.98,7.57448
Dataset 1,90-12,90-12-10.txt,2511.61,107,108,1018.1,107,108,41,2206,85,351,1795.49,5.11536
Dataset 1,70-10,70-10-2.txt,204.637,81,81,98.6635,81,81,2,1148,3,72,98.499,1.36804
Dataset 1,80-10,80-10-6.txt,381.592,91,91,170.125,91,91,2,1361,3,82,169.891,2.07184
Dataset 1,70-10,70-10-3.txt,704.536,78,78,114.345,78,79,107,1276,214,352,479.711,1.36282
Dataset 1,80-10,80-10-1.txt,385.79,88,88,171.604,88,88,2,1211,3,82,171.375,2.08994
Dataset 1,70-10,70-10-6.txt,382.969,78,78,0.184576,78,80,19,1246,38,176,264.836,1.50475
Dataset 1,90-12,90-12-4.txt,1848.19,0,300,767.541,0,300,1,2044,3,91,767.256,8.43139
Dataset 1,70-10,70-10-4.txt,231.025,79,79,94.6394,79,79,2,1167,3,72,94.4448,1.31173
Dataset 1,80-10,80-10-7.txt,431.454,91,91,0.266479,91,93,10,1296,19,98,183.708,1.87457
Dataset 1,70-10,70-10-5.txt,541.374,80,80,273.126,80,80,2,1295,4,142,272.787,1.92103
Dataset 1,70-10,70-10-7.txt,242.677,81,81,106.728,80.5,81,2,1270,3,72,106.53,1.47959
Dataset 1,80-10,80-10-8.txt,218.192,90,90,98.9218,90,90,2,1145,3,82,98.7585,1.20437
Dataset 1,70-10,70-10-8.txt,358.063,80,80,47.3972,80,81,38,1485,78,354,273.379,0.772256
Dataset 1,70-12,70-12-2.txt,835.612,84,84,220.484,84,86,34,1678,68,206,404.608,1.96412
Dataset 1,80-10,80-10-10.txt,1320.11,90,90,0.644966,90,92,87,1923,176,492,900.613,1.83051
Dataset 1,80-10,80-10-9.txt,392.799,85,85,0.238751,85,88,3,1330,5,84,194.116,2.31091
Dataset 1,90-12,90-12-5.txt,1800.14,106,109,0.475552,106,109,731,1871,1462,1462,70.0677,0.0479259
Dataset 1,70-10,70-10-9.txt,1800.05,80,81,106.369,80,81,2696,1168,5392,5460,483.869,0.0886208
Dataset 1,70-12,70-12-3.txt,1980.37,79,80,495.238,79,81,51,1852,106,381,1483.28,3.89313
Dataset 1,80-10,80-10-2.txt,1801.57,89,90,152.675,89,90,2561,1436,5123,5281,352.312,0.0667132
Dataset 1,70-12,70-12-8.txt,1800.04,81,83,253.414,81,83,1674,1679,3349,3417,595.574,0.174297
Dataset 1,70-12,70-12-1.txt,1744.6,78,78,236.68,78,80,41,2137,85,430,1260.2,2.9307
Dataset 1,90-12,90-12-6.txt,1896.61,0,307,700.763,0,307,1,2004,2,90,700.589,7.78432
Dataset 1,80-10,80-10-3.txt,375.885,84,84,190.742,84,84,2,1292,3,82,190.524,2.32346
Dataset 1,70-12,70-12-4.txt,2023.55,81,82,524.108,81,84,156,1989,317,661,1484.96,2.24653
Dataset 1,70-12,70-12-9.txt,1800.03,79,80,215.704,79,80,1879,1546,3759,3828,575.718,0.150397
Dataset 1,70-12,70-12-10.txt,1800.07,83,84,540.489,83,84,1543,1568,3087,3224,689.031,0.213719
Dataset 1,70-12,70-12-5.txt,731.474,79,79,463.262,79,79,2,1537,4,142,462.91,3.25993
Dataset 1,90-12,90-12-7.txt,1828.2,0,296,985.449,0,296,1,1941,3,180,985.069,5.47261
Dataset 1,80-12,80-12-4.txt,2101,94,96,439.597,94,96,97,2169,197,433,1366.58,3.15607
Dataset 1,80-12,80-12-1.txt,1800.07,94,97,356.146,94,97,1805,1623,3610,3688,496.965,0.134752
Dataset 1,70-12,70-12-6.txt,972.341,81,81,485.7,81,84,9,1695,19,226,703.714,3.11378
Dataset 1,80-12,80-12-5.txt,1329.05,93,93,938.721,93,93,2,1921,5,242,937.987,3.87598
Dataset 1,80-12,80-12-10.txt,1863.94,91,92,412.619,91,95,47,2020,97,333,1096.11,3.29163
Dataset 1,70-12,70-12-7.txt,1800.01,84,89,222.176,84,89,2211,1505,4422,4490,527.247,0.117427
Dataset 1,80-12,80-12-6.txt,1997.08,92,95,1172.06,92,95,2,2018,8,323,1575.25,4.87693
Dataset 1,80-12,80-12-2.txt,1620.98,97,97,435.575,97,98,7,1712,14,172,970.93,5.64494
Dataset 1,80-12,80-12-7.txt,1570.02,88,88,0.324392,88,91,22,1973,43,122,578.725,4.74365
Dataset 1,80-12,80-12-3.txt,1874.69,0,155,947.347,0,155,1,1927,3,160,947.267,5.92042
Dataset 1,80-12,80-12-8.txt,1905.99,96,98,846.496,96,98,17,1861,37,273,1291.39,4.73037
Dataset 1,80-12,80-12-9.txt,1220.6,98,98,0.290774,98,101,19,1898,37,116,440.619,3.79844
Dataset 2,120-2,120-2-1.txt,2.89559,50,50,1.95802,50,50,2,328,4,120,1.86285,0.0155237
Dataset 2,120-2,120-2-7.txt,1.73557,48,48,0.904082,48,48,2,240,3,58,0.844543,0.0145611
Dataset 2,120-2,120-2-2.txt,10.6421,52,52,9.87139,51.5,52,2,580,8,362,9.60407,0.0265306
Dataset 2,120-2,120-2-4.txt,26.8016,47,47,25.8477,47,47,2,926,14,686,25.2357,0.0367868
Dataset 2,120-2,120-2-9.txt,31.6809,48,48,30.9399,47.0714,48,2,1033,13,629,30.3425,0.0482392
Dataset 2,120-2,120-2-3.txt,11.8737,50,50,6.60077,50,51,10,557,23,318,9.31968,0.0293072
Dataset 2,120-2,120-2-8.txt,7.39253,48,48,6.64827,48,48,2,507,7,287,6.43056,0.0224061
Dataset 2,120-2,120-2-5.txt,25.3565,52,52,24.1724,52,52,2,776,10,506,23.779,0.0469941
Dataset 2,600-2,600-2-10.txt,545.405,241,241,513.196,241,241,2,6241,7,1497,507.785,0.339202
Dataset 2,120-2,120-2-10.txt,32.8656,48,48,31.9414,47.5,48,2,1048,15,756,31.2579,0.0413465
Dataset 2,120-2,120-2-6.txt,10.0744,48,48,9.28243,48,48,2,629,8,350,8.99372,0.0256964
Dataset 2,600-2,600-2-1.txt,397.376,238,238,362.973,238,238,2,5760,6,1178,357.803,0.303738
Dataset 2,600-2,600-2-6.txt,444.281,243,243,410.155,243,243,2,5297,6,1206,405.011,0.33583
Dataset 2,600-2,600-2-8.txt,1800.27,235,236,1561.92,235,236,84,9359,177,2796,1564.18,0.559437
Dataset 2,600-2,600-2-2.txt,1976.87,0,600,1949.57,0,600,1,10986,12,2951,1936.7,0.656286
Dataset 2,700-2,700-2-10.txt,642.406,283,283,592.787,283,283,2,6678,6,1406,585.342,0.416318
Dataset 2,600-2,600-2-4.txt,2119.17,0,600,2081.49,0,600,1,9299,10,2457,2071.66,0.843168
Dataset 2,700-2,700-2-3.txt,1781.92,283,283,1285.21,283,284,3,9547,11,2468,1716.35,0.695442
Dataset 2,600-2,600-2-7.txt,2006.34,0,600,1975.92,0,600,1,9496,12,2991,1964.78,0.656898
Dataset 2,700-2,700-2-2.txt,811.787,279,279,761.791,279,279,2,7820,7,1732,751.951,0.434152
Dataset 2,600-2,600-2-9.txt,2117.01,0,600,2084.75,0,600,1,10286,12,2981,2072.68,0.695296
Dataset 2,600-2,600-2-3.txt,1801.59,239,241,542.791,239,241,2,6070,9,1489,536.871,0.360558
Dataset 2,700-2,700-2-4.txt,398.371,275,275,348.534,275,275,2,5997,5,1028,342.383,0.333058
Dataset 2,600-2,600-2-5.txt,858.609,244,244,822.75,244,244,2,6987,8,1814,815.225,0.449407
Dataset 2,700-2,700-2-5.txt,627.267,281,281,573.599,281,281,2,7038,6,1398,564.996,0.404146
Dataset 2,250-2,250-2-1.txt,48.7756,98,98,30.3487,98,99,4,1543,11,606,42.4133,0.0699889
Dataset 2,250-2,250-2-2.txt,608.917,101,101,604.898,100.085,101,2,3760,22,2482,601.191,0.24222
Dataset 2,700-2,700-2-8.txt,911.913,278,278,856.195,278,278,2,7892,7,1727,846.537,0.490178
Dataset 2,250-2,250-2-10.txt,156.4,102,102,152.464,102,102,2,2391,13,1377,150.809,0.10952
Dataset 2,700-2,700-2-1.txt,1835.29,0,700,1783.14,0,700,1,10316,9,2479,1769.44,0.713773
Dataset 2,250-2,250-2-7.txt,300.328,103,103,141.741,103,104,14,2810,40,1804,285.647,0.158341
Dataset 2,700-2,700-2-6.txt,1178.3,278,278,1129.85,278,278,2,8830,8,2072,1119.3,0.5402
Dataset 2,250-2,250-2-5.txt,109.83,102,102,106.069,102,102,2,2039,10,1002,104.832,0.104623
Dataset 2,700-2,700-2-9.txt,1255.67,286,286,1210.87,286,286,2,8793,8,2132,1200.9,0.563272
Dataset 2,250-2,250-2-6.txt,101.901,101,101,98.5353,101,101,2,2061,11,1118,97.2371,0.0869741
Dataset 2,250-2,250-2-3.txt,1800.06,104,105,82.0975,104,105,3297,1742,6600,7361,185.698,0.0252273
Dataset 2,250-2,250-2-9.txt,1800.07,101,102,215.503,101,102,1978,2796,3968,5444,294.57,0.0541091
Dataset 2,250-2,250-2-8.txt,1800.06,100,101,22.9463,100,101,4749,1224,9501,9867,168.374,0.0170643
Dataset 2,700-2,700-2-7.txt,1987.03,0,700,1933.9,0,700,1,9773,9,2563,1922.76,0.750197
Dataset 2,500-2,500-2-6.txt,242.367,202,202,221.658,202,202,2,3921,6,1002,218.726,0.21829
Dataset 2,500-2,500-2-4.txt,799.866,203,203,780.426,203,203,2,6251,10,2018,774.447,0.38377
Dataset 2,250-2,250-2-4.txt,469.767,102,102,465.707,101.012,102,2,3793,18,1986,462.58,0.23292
Dataset 2,500-2,500-2-2.txt,191.518,195,195,173.309,195,195,2,3826,6,966,170.641,0.176647
Dataset 2,500-2,500-2-1.txt,1003.01,201,201,979.708,201,201,2,6464,11,2243,973.045,0.433814
Dataset 2,500-2,500-2-5.txt,1025.34,199,199,1005.23,199,199,2,6376,12,2472,998.44,0.4039
Dataset 2,500-2,500-2-3.txt,850.122,203,203,830.099,203,203,2,6289,10,2018,824.288,0.408468
Dataset 2,500-2,500-2-7.txt,1800.12,199,200,142.544,199,200,1438,3346,2879,3614,243.957,0.0675032
Dataset 2,500-2,500-2-9.txt,2101.99,0,500,2083.3,0,500,1,8961,14,3013,2074.56,0.688535
Dataset 2,500-2,500-2-10.txt,1656.76,197,197,1175.79,197,198,5,8437,21,3180,1622.78,0.510309
Dataset 2,500-2,500-2-8.txt,1991.84,0,500,1973.34,0,500,1,8830,15,3212,1964.45,0.611597
Dataset 3,15-100-2,15-100-2-6.txt,0.172012,14,14,0.070845,14,14,1,252,3,17,0.0590434,0.00347314
Dataset 3,15-100-2,15-100-2-1.txt,0.182698,14,14,0.084668,14,14,1,296,3,17,0.0728006,0.00428239
Dataset 3,15-100-2,15-100-2-3.txt,0.239258,13,13,0.128281,13,13,1,275,3,17,0.116354,0.00684437
Dataset 3,15-100-2,15-100-2-7.txt,0.179761,13,13,0.077123,13,13,1,320,3,17,0.0653191,0.0038423
Dataset 3,15-100-2,15-100-2-8.txt,0.19516,14,14,0.082703,14,14,2,313,3,17,0.0706787,0.00415757
Dataset 3,15-100-2,15-100-2-4.txt,0.197386,13,13,0.087863,13,13,1,268,3,17,0.0766408,0.00450828
Dataset 3,15-100-2,15-100-2-10.txt,0.201088,14,14,0.089351,14,14,1,312,3,17,0.0767798,0.00451646
Dataset 3,15-100-2,15-100-2-9.txt,0.29817,14,14,0.129429,14,14,1,337,3,17,0.10997,0.0064688
Dataset 3,15-100-2,15-100-2-5.txt,0.177306,14,14,0.071652,14,14,1,299,3,17,0.0595157,0.00350092
Dataset 3,15-100-2,15-100-2-2.txt,0.178879,14,14,0.082657,14,14,1,288,3,17,0.0706818,0.00415775
Dataset 3,10-100-4,10-100-4-6.txt,0.248035,10,10,0.185886,10,10,1,240,7,52,0.15613,0.00300249
Dataset 3,10-100-4,10-100-4-3.txt,0.276602,10,10,0.178163,10,10,1,249,6,42,0.15181,0.00361453
Dataset 3,10-100-4,10-100-4-7.txt,0.38893,11,11,0.034883,11,141,5,279,10,28,0.0661428,0.00236224
Dataset 3,10-100-4,10-100-4-4.txt,0.284031,11,11,0.145712,11,11,2,358,6,42,0.115135,0.00274131
Dataset 3,10-100-4,10-100-4-5.txt,0.293477,10,10,0.193639,10,10,1,306,7,52,0.15506,0.00298192
Dataset 3,10-100-4,10-100-4-8.txt,2.17437,11,11,2.05516,11,11,1,1818,40,382,1.56763,0.00410375
Dataset 3,10-100-2,10-100-2-1.txt,0.082735,9,9,0.034818,9,9,1,146,3,12,0.0278859,0.00232383
Dataset 3,10-100-2,10-100-2-10.txt,0.158967,10,10,0.105278,10,10,1,291,5,32,0.0874789,0.00273371
Dataset 3,10-100-2,10-100-2-2.txt,0.049775,10,10,0.008015,10,10,2,70,2,2,0.00543308,0.00271654
Dataset 3,10-100-2,10-100-2-3.txt,0.086737,9,9,0.035959,9,9,2,188,3,12,0.0278592,0.0023216
Dataset 3,10-100-2,10-100-2-4.txt,0.096748,9,9,0.05039,9,9,1,144,3,12,0.0427809,0.00356507
Dataset 3,10-100-2,10-100-2-5.txt,0.05031,10,10,0.004929,10,10,1,69,2,2,0.00233006,0.00116503
Dataset 3,10-100-2,10-100-2-6.txt,0.121953,9,9,0.071326,9,9,1,242,4,22,0.0591168,0.00268713
Dataset 3,10-100-2,10-100-2-7.txt,0.106733,9,9,0.056276,9,9,1,271,4,22,0.0433543,0.00197065
Dataset 3,10-100-4,10-100-4-9.txt,24.6172,11,11,0.177565,11,11,2,7319,2,2,0.0127621,0.00638103
Dataset 3,10-100-2,10-100-2-8.txt,0.083213,10,10,0.03733,10,10,1,154,3,12,0.0299668,0.00249724
Dataset 3,10-100-2,10-100-2-9.txt,0.088124,10,10,0.043127,10,10,1,176,3,12,0.0352905,0.00294087
Dataset 3,15-100-4,15-100-4-1.txt,0.350784,14,14,0.244881,14,14,1,399,6,62,0.204544,0.0032991
Dataset 3,15-100-4,15-100-4-3.txt,0.317769,15,15,0.211365,15,15,1,394,5,47,0.178525,0.0037984
Dataset 3,15-100-4,15-100-4-4.txt,0.41815,15,15,0.299816,15,15,1,465,6,62,0.258308,0.00416626
Dataset 3,15-100-4,15-100-4-5.txt,0.478968,15,15,0.291803,15,15,1,527,6,62,0.243768,0.00393174
Dataset 3,15-100-4,15-100-4-10.txt,0.401081,15,15,0.284703,15,15,2,415,6,62,0.245266,0.00395591
Dataset 3,15-100-4,15-100-4-6.txt,0.326692,15,15,0.219083,15,15,1,382,5,47,0.184679,0.00392935
Dataset 3,15-100-4,15-100-4-2.txt,0.332049,14,14,0.217288,14,14,1,342,5,47,0.186728,0.00397293
Dataset 3,15-100-4,15-100-4-7.txt,0.385128,14,14,0.276812,14,14,1,430,6,62,0.234844,0.00378781
Dataset 3,10-100-6,10-100-6-6.txt,1800.14,11,134,157.718,11,134,10,12273,421,4029,1511.97,0.375271
Dataset 3,10-100-4,10-100-4-1.txt,1800.01,11,135,0.109752,11,135,21891,375,43787,43832,141.65,0.00323166
Dataset 3,10-100-6,10-100-6-1.txt,1800.63,0,142,1800.41,0,142,1,13600,432,4301,1753.43,0.407681
Dataset 3,10-100-4,10-100-4-10.txt,0.31764,10,10,0.209176,10,10,1,325,7,52,0.175248,0.00337016
Dataset 3,10-100-4,10-100-4-2.txt,0.252355,10,10,0.183412,10,10,1,278,7,52,0.151415,0.00291182
Dataset 3,15-100-4,15-100-4-8.txt,0.41274,15,15,0.289746,15,15,1,480,6,62,0.245545,0.00396041
Dataset 3,10-100-6,10-100-6-3.txt,1800.02,13,20,0.057232,13,137,14951,429,29910,29982,144.063,0.00480499
Dataset 3,15-100-4,15-100-4-9.txt,0.516637,14,14,0.374483,14,14,1,560,7,77,0.320206,0.00415852
Dataset 3,10-100-8,10-100-8-1.txt,1802.83,13,14,113.901,13,14,45,8296,482,4009,1738.3,0.4336
Dataset 3,10-100-6,10-100-6-7.txt,1806.53,0,142,0,0,142,1,13875,0,0,0,#NAME?
Dataset 3,10-100-8,10-100-8-3.txt,1806.33,12,137,10.7964,12,137,2,7891,385,3813,1774.57,0.465401
Dataset 3,10-100-8,10-100-8-10.txt,1061.7,13,13,16.0889,13,19,12,6593,298,2782,1025.4,0.368583
Dataset 3,10-100-8,10-100-8-6.txt,1723.36,14,14,69.3131,14,19,14,6394,300,2766,1603.13,0.579585
Dataset 3,10-100-6,10-100-6-10.txt,1814.55,12,140,0.136078,12,140,2,12760,440,4363,1769.54,0.40558
Dataset 3,10-100-6,10-100-6-4.txt,1803.6,0,139,1803.05,0,139,1,11349,367,3660,1769.53,0.483478
Dataset 3,10-100-6,10-100-6-2.txt,0.301397,11,11,0.14533,11,11,2,199,5,32,0.119199,0.00372498
Dataset 3,15-100-6,15-100-6-1.txt,0.816076,16,16,0.471359,16,16,2,590,8,92,0.393428,0.00427639
Dataset 3,15-100-6,15-100-6-10.txt,0.896048,16,16,0.54066,16,16,1,675,8,92,0.453268,0.00492683
Dataset 3,10-100-6,10-100-6-8.txt,1800.02,12,19,0.137947,12,134,491,1852,1043,1592,14.7077,0.0092385
Dataset 3,15-100-6,15-100-6-2.txt,69.552,16,16,68.5622,16,16,1,12086,167,2477,52.4273,0.0211656
Dataset 3,10-100-8,10-100-8-4.txt,1803.54,12,17,28.6358,12,18,12,8891,393,3713,1662.12,0.44765
Dataset 3,10-100-8,10-100-8-2.txt,1807.92,0,144,0,0,144,1,10023,0,0,0,#NAME?
Dataset 3,15-100-6,15-100-6-6.txt,0.682917,15,15,0.537327,15,15,1,550,9,107,0.454911,0.0042515
Dataset 3,15-100-6,15-100-6-7.txt,0.941473,14,14,0.777175,14,14,1,714,11,137,0.661444,0.00482806
Dataset 3,10-100-8,10-100-8-7.txt,1804.7,0,142,1804.46,0,142,1,7157,338,3361,1778.59,0.529184
Dataset 3,10-100-6,10-100-6-5.txt,1800,12,18,0.331672,12,148,4776,3355,9667,10701,127.642,0.011928
Dataset 3,15-100-6,15-100-6-8.txt,9.43655,16,16,9.10121,16,16,1,3781,57,827,7.28026,0.00880322
Dataset 3,15-100-6,15-100-6-3.txt,1.91848,16,16,0.176056,16,217,7,978,21,147,0.735657,0.00500447
Dataset 3,15-100-6,15-100-6-4.txt,31.5678,16,16,29.9935,16,16,2,7725,102,1502,23.8463,0.0158763
Dataset 3,15-100-6,15-100-6-9.txt,0.874889,17,17,0.180438,17,206,4,536,8,36,0.176639,0.00490665
Dataset 3,10-100-6,10-100-6-9.txt,1800.02,12,143,0.035641,12,143,4551,1046,9105,9132,51.9955,0.00569377
Dataset 3,15-100-6,15-100-6-5.txt,61.5505,16,16,0.3258,16,212,6,10123,159,2245,47.4599,0.0211403
Dataset 3,10-100-8,10-100-8-5.txt,1801.93,11,138,24.4915,11,138,2,9179,420,4163,1761.69,0.423178
Dataset 3,10-100-8,10-100-8-8.txt,1803.82,11,30,44.8814,11,146,4,9111,382,3747,1660.96,0.443278
Dataset 3,15-100-8,15-100-8-1.txt,1800.03,16,213,4.24341,16,213,8014,1800,16049,16343,125.765,0.00769532
Dataset 3,15-100-8,15-100-8-6.txt,1800.02,16,206,0.631372,16,206,7567,1282,15155,15449,104.153,0.00674171
Dataset 3,15-100-8,15-100-8-3.txt,1800.34,16,218,0.703794,16,218,43,8611,253,2591,105.408,0.0406822
